customerID,tenure,Contract,MonthlyCharges,TotalCharges,Final_Churn_Probability,Final_Risk_Level,Expected_Remaining_Months,Estimated_LTV,LTV_Value_Segment,Customer_Segment
8378-LKJAF,38,Month-to-month,101.15,3956.7,48.6,Medium,12.336,1247.79,Medium Value,Low/Medium Value - Low/Medium Risk
1310-QRITU,18,Month-to-month,50.3,913.3,35.84,Medium,15.398399999999999,774.54,Medium Value,Low/Medium Value - Low/Medium Risk
3237-AJGEH,3,Month-to-month,31.0,95.05,39.72,Medium,14.4672,448.48,Low Value,Low/Medium Value - Low/Medium Risk
6542-LWGXJ,3,Month-to-month,25.0,78.25,45.31,Medium,13.125599999999999,328.14,Low Value,Low/Medium Value - Low/Medium Risk
6953-PBDIN,70,Two year,72.95,5265.55,1.31,Low,23.6856,1727.86,High Value,High Value - Low/Medium Risk
6332-FBZRI,67,One year,69.35,4653.25,1.86,Low,23.553600000000003,1633.44,High Value,High Value - Low/Medium Risk
9365-CSLBQ,71,Two year,24.35,1654.6,0.49,Low,23.8824,581.54,Low Value,Low/Medium Value - Low/Medium Risk
3466-WAESX,16,Month-to-month,69.1,1083.7,26.55,Low,17.628,1218.09,Medium Value,Low/Medium Value - Low/Medium Risk
9700-ISPUP,10,Month-to-month,65.5,616.9,32.96,Medium,16.0896,1053.87,Medium Value,Low/Medium Value - Low/Medium Risk
5167-ZFFMM,1,Month-to-month,90.85,90.85,72.75,High,6.539999999999999,594.16,Medium Value,Low/Medium Value - High Risk
7669-LCRSD,12,Month-to-month,56.3,628.65,36.14,Medium,15.326400000000001,862.88,Medium Value,Low/Medium Value - Low/Medium Risk
0870-VEMYL,5,Month-to-month,53.85,259.8,17.94,Low,19.6944,1060.54,Medium Value,Low/Medium Value - Low/Medium Risk
2995-UPRYS,40,One year,99.2,4062.2,16.59,Low,20.0184,1985.83,High Value,High Value - Low/Medium Risk
3179-GBRWV,21,Month-to-month,64.95,1339.8,17.79,Low,19.730400000000003,1281.49,High Value,High Value - Low/Medium Risk
0701-TJSEF,9,Month-to-month,68.25,576.95,25.83,Low,17.800800000000002,1214.9,Medium Value,Low/Medium Value - Low/Medium Risk
1848-LBZHY,7,Month-to-month,50.3,355.1,30.09,Medium,16.7784,843.95,Medium Value,Low/Medium Value - Low/Medium Risk
5380-XPJNZ,38,One year,20.05,678.2,2.02,Low,23.5152,471.48,Low Value,Low/Medium Value - Low/Medium Risk
6608-QQLVK,1,Month-to-month,50.5,50.5,53.27,Medium,11.2152,566.37,Low Value,Low/Medium Value - Low/Medium Risk
1475-VWVDO,7,Month-to-month,74.9,490.55,67.75,High,7.74,579.73,Low Value,Low/Medium Value - High Risk
3721-CNEYS,2,Month-to-month,70.95,137.95,71.71,High,6.789600000000001,481.72,Low Value,Low/Medium Value - High Risk
4299-OPXEJ,56,Two year,19.55,1080.55,1.1,Low,23.736,464.04,Low Value,Low/Medium Value - Low/Medium Risk
0096-BXERS,6,Month-to-month,50.35,314.55,48.14,Medium,12.446399999999999,626.68,Medium Value,Low/Medium Value - Low/Medium Risk
3055-VTCGS,63,One year,58.55,3503.5,3.89,Low,23.066399999999998,1350.54,High Value,High Value - Low/Medium Risk
9405-GPBBG,64,Two year,110.5,7069.25,9.01,Low,21.837600000000002,2413.05,High Value,High Value - Low/Medium Risk
6704-UTUKK,29,Month-to-month,45.9,1332.4,48.85,Medium,12.276000000000002,563.47,Low Value,Low/Medium Value - Low/Medium Risk
9944-AEXBM,32,Month-to-month,85.65,2664.3,46.32,Medium,12.883199999999999,1103.45,Medium Value,Low/Medium Value - Low/Medium Risk
2545-EBUPK,2,Month-to-month,84.05,186.05,84.25,High,3.7799999999999994,317.71,Low Value,Low/Medium Value - High Risk
6270-OMFIW,60,One year,94.4,5610.25,22.31,Low,18.6456,1760.14,High Value,High Value - Low/Medium Risk
1852-XEMDW,22,Month-to-month,65.05,1427.55,11.83,Low,21.160800000000002,1376.51,High Value,High Value - Low/Medium Risk
8158-WPEZG,11,Month-to-month,35.65,425.1,44.64,Medium,13.2864,473.66,Low Value,Low/Medium Value - Low/Medium Risk
5198-EFNBM,57,One year,90.65,5199.8,22.09,Low,18.6984,1695.01,High Value,High Value - Low/Medium Risk
7663-RGWBC,1,Month-to-month,44.15,44.15,46.8,Medium,12.768,563.71,Low Value,Low/Medium Value - Low/Medium Risk
3970-XGJDU,62,Two year,19.2,1123.65,0.84,Low,23.7984,456.93,Low Value,Low/Medium Value - Low/Medium Risk
6845-RGTYS,47,Month-to-month,98.75,4533.7,28.93,Low,17.0568,1684.36,High Value,High Value - Low/Medium Risk
0123-CRBRT,61,Two year,88.1,5526.75,1.38,Low,23.668799999999997,2085.22,High Value,High Value - Low/Medium Risk
6077-BDPXA,3,Month-to-month,70.15,194.2,71.2,High,6.911999999999998,484.88,Low Value,Low/Medium Value - High Risk
2250-IVBWA,64,Month-to-month,81.05,5135.35,10.04,Low,21.5904,1749.9,High Value,High Value - Low/Medium Risk
6137-NICCO,6,Month-to-month,94.05,518.75,66.34,High,8.0784,759.77,Medium Value,Low/Medium Value - High Risk
8129-GMVGI,56,Two year,20.05,1090.1,0.67,Low,23.839199999999998,477.98,Low Value,Low/Medium Value - Low/Medium Risk
4353-HYOJD,27,Month-to-month,49.85,1336.15,11.21,Low,21.3096,1062.28,Medium Value,Low/Medium Value - Low/Medium Risk
8671-KKKOS,46,Month-to-month,45.55,2062.15,12.37,Low,21.0312,957.97,Medium Value,Low/Medium Value - Low/Medium Risk
8080-DDEMJ,1,Month-to-month,45.1,45.1,48.58,Medium,12.3408,556.57,Low Value,Low/Medium Value - Low/Medium Risk
6698-OXETB,11,Two year,20.4,231.45,3.45,Low,23.172,472.71,Low Value,Low/Medium Value - Low/Medium Risk
3312-UUMZW,32,Month-to-month,98.85,3145.9,49.51,Medium,12.1176,1197.82,Medium Value,Low/Medium Value - Low/Medium Risk
6376-GAHQE,4,Month-to-month,77.85,299.2,68.6,High,7.536000000000001,586.68,Low Value,Low/Medium Value - High Risk
0733-VUNUW,24,Month-to-month,55.65,1400.55,17.02,Low,19.9152,1108.28,Medium Value,Low/Medium Value - Low/Medium Risk
6733-LRIZX,35,Two year,108.95,4025.5,17.24,Low,19.8624,2164.01,High Value,High Value - Low/Medium Risk
2165-VOEGB,46,One year,105.2,4822.85,8.58,Low,21.9408,2308.17,High Value,High Value - Low/Medium Risk
1853-UDXBW,1,Month-to-month,70.0,70.0,70.57,High,7.063200000000003,494.42,Low Value,Low/Medium Value - High Risk
9070-BCKQP,72,Two year,110.15,7881.2,5.69,Low,22.6344,2493.18,High Value,High Value - Low/Medium Risk
1035-IPQPU,63,Month-to-month,103.5,6479.4,53.68,Medium,11.116800000000001,1150.59,Medium Value,Low/Medium Value - Low/Medium Risk
2057-ZBLPD,21,Month-to-month,86.5,1808.7,60.24,High,9.542399999999999,825.42,Medium Value,Low/Medium Value - High Risk
6967-PEJLL,37,One year,40.2,1525.35,7.1,Low,22.296,896.3,Medium Value,Low/Medium Value - Low/Medium Risk
7879-CGSFV,55,One year,100.9,5552.05,17.72,Low,19.7472,1992.49,High Value,High Value - Low/Medium Risk
2257-BOVXD,14,Month-to-month,66.6,979.5,29.17,Low,16.9992,1132.15,Medium Value,Low/Medium Value - Low/Medium Risk
9822-BIIGN,53,Month-to-month,71.85,3827.9,9.09,Low,21.8184,1567.65,High Value,High Value - Low/Medium Risk
1136-XGEQU,50,One year,84.15,4164.4,8.1,Low,22.056,1856.01,High Value,High Value - Low/Medium Risk
2439-LYPMQ,38,Month-to-month,102.6,4009.2,64.19,High,8.5944,881.79,Medium Value,Low/Medium Value - High Risk
6543-XRMYR,30,Month-to-month,99.7,2967.35,62.81,High,8.9256,889.88,Medium Value,Low/Medium Value - High Risk
5753-QQWPW,28,One year,59.9,1654.7,6.02,Low,22.5552,1351.06,High Value,High Value - Low/Medium Risk
4785-QRJHC,46,One year,59.9,2816.65,9.94,Low,21.614400000000003,1294.7,High Value,High Value - Low/Medium Risk
0052-YNYOT,67,One year,20.55,1343.4,1.39,Low,23.6664,486.34,Low Value,Low/Medium Value - Low/Medium Risk
7054-LGEQW,1,Month-to-month,45.95,45.95,36.47,Medium,15.2472,700.61,Medium Value,Low/Medium Value - Low/Medium Risk
0608-JDVEC,50,Two year,19.8,1013.2,1.48,Low,23.6448,468.17,Low Value,Low/Medium Value - Low/Medium Risk
6284-KMNUF,56,One year,98.0,5270.6,27.18,Low,17.476799999999997,1712.73,High Value,High Value - Low/Medium Risk
6286-SUUWT,1,Month-to-month,19.95,19.95,19.55,Low,19.308,385.19,Low Value,Low/Medium Value - Low/Medium Risk
3594-KADLU,3,Month-to-month,35.1,101.1,32.09,Medium,16.2984,572.07,Low Value,Low/Medium Value - Low/Medium Risk
0536-ACXIP,72,Two year,109.55,8165.1,9.81,Low,21.6456,2371.28,High Value,High Value - Low/Medium Risk
8869-TORSS,48,One year,60.35,2896.4,2.19,Low,23.4744,1416.68,High Value,High Value - Low/Medium Risk
0373-AIVNJ,9,One year,39.55,373.0,16.64,Low,20.0064,791.25,Medium Value,Low/Medium Value - Low/Medium Risk
6429-SHBCB,19,Month-to-month,69.6,1394.55,31.0,Medium,16.56,1152.58,Medium Value,Low/Medium Value - Low/Medium Risk
5751-USDBL,46,Two year,81.0,3846.35,1.15,Low,23.724,1921.64,High Value,High Value - Low/Medium Risk
6815-ABQFQ,56,One year,107.25,6033.3,29.93,Low,16.8168,1803.6,High Value,High Value - Low/Medium Risk
9450-TRJUU,35,Month-to-month,83.15,2848.45,44.26,Medium,13.377600000000001,1112.35,Medium Value,Low/Medium Value - Low/Medium Risk
2805-AUFQN,25,Two year,19.8,475.2,1.59,Low,23.6184,467.64,Low Value,Low/Medium Value - Low/Medium Risk
7855-DIWPO,21,Month-to-month,68.65,1493.2,47.59,Medium,12.5784,863.51,Medium Value,Low/Medium Value - Low/Medium Risk
0174-QRVVY,71,Two year,25.35,1847.55,0.47,Low,23.8872,605.54,Medium Value,Low/Medium Value - Low/Medium Risk
9507-EXLTT,1,Month-to-month,79.35,79.35,71.15,High,6.9239999999999995,549.42,Low Value,Low/Medium Value - High Risk
8390-FESFV,62,Two year,84.5,5193.2,2.13,Low,23.4888,1984.8,High Value,High Value - Low/Medium Risk
0661-KBKPA,53,One year,78.75,3942.45,9.13,Low,21.808799999999998,1717.44,High Value,High Value - Low/Medium Risk
6856-RAURS,2,Month-to-month,74.9,136.05,72.45,High,6.611999999999999,495.24,Low Value,Low/Medium Value - High Risk
7322-OCWHC,72,Two year,93.05,6735.05,2.77,Low,23.3352,2171.34,High Value,High Value - Low/Medium Risk
2203-GHNWN,24,Month-to-month,79.65,1928.7,44.12,Medium,13.4112,1068.2,Medium Value,Low/Medium Value - Low/Medium Risk
3413-CSSTH,41,Month-to-month,55.7,2237.55,15.96,Low,20.169600000000003,1123.45,Medium Value,Low/Medium Value - Low/Medium Risk
3006-XIMLN,2,Month-to-month,94.2,193.8,76.4,High,5.664,533.55,Low Value,Low/Medium Value - High Risk
3750-CKVKH,2,Month-to-month,67.75,116.65,74.07,High,6.223200000000002,421.62,Low Value,Low/Medium Value - High Risk
0576-WNXXC,27,Month-to-month,95.55,2510.2,60.27,High,9.5352,911.09,Medium Value,Low/Medium Value - High Risk
7056-IMHCC,53,Month-to-month,101.9,5549.4,62.53,High,8.9928,916.37,Medium Value,Low/Medium Value - High Risk
0866-QLSIR,34,One year,64.4,2088.75,4.92,Low,22.8192,1469.56,High Value,High Value - Low/Medium Risk
1628-BIZYP,1,Month-to-month,85.0,85.0,74.16,High,6.201600000000002,527.14,Low Value,Low/Medium Value - High Risk
2230-XTUWL,48,Two year,19.55,883.35,0.54,Low,23.8704,466.67,Low Value,Low/Medium Value - Low/Medium Risk
1980-KXVPM,3,Month-to-month,75.05,256.25,73.26,High,6.417599999999999,481.64,Low Value,Low/Medium Value - High Risk
8619-IJNDK,71,Two year,64.05,4492.9,0.37,Low,23.9112,1531.51,High Value,High Value - Low/Medium Risk
2960-NKRSO,24,Month-to-month,85.95,2107.15,30.48,Medium,16.684800000000003,1434.06,High Value,High Value - Low/Medium Risk
6705-LXORM,5,Month-to-month,70.05,302.6,65.5,High,8.28,580.01,Low Value,Low/Medium Value - High Risk
7130-VTEWQ,8,Month-to-month,75.75,606.25,76.42,High,5.6592,428.68,Low Value,Low/Medium Value - High Risk
9364-YKUVW,15,Month-to-month,19.8,309.4,12.03,Low,21.1128,418.03,Low Value,Low/Medium Value - Low/Medium Risk
2761-OCIAX,2,Month-to-month,74.7,165.4,72.07,High,6.7032000000000025,500.73,Low Value,Low/Medium Value - High Risk
7996-BPXHY,13,Two year,25.0,332.5,3.56,Low,23.1456,578.64,Low Value,Low/Medium Value - Low/Medium Risk
4248-QPAVC,17,Month-to-month,85.35,1463.45,43.1,Medium,13.655999999999999,1165.54,Medium Value,Low/Medium Value - Low/Medium Risk
9357-UJRUN,24,One year,58.35,1346.9,9.63,Low,21.6888,1265.54,Medium Value,Low/Medium Value - Low/Medium Risk
6340-DACFT,50,Two year,20.55,1070.25,0.8,Low,23.808,489.25,Low Value,Low/Medium Value - Low/Medium Risk
1023-BQXZE,57,Two year,74.35,4317.35,3.03,Low,23.2728,1730.33,High Value,High Value - Low/Medium Risk
5480-HPRRX,3,Month-to-month,25.3,77.75,55.38,Medium,10.708799999999998,270.93,Low Value,Low/Medium Value - Low/Medium Risk
9576-SYUHJ,37,Month-to-month,91.15,3369.25,40.48,Medium,14.284799999999999,1302.06,High Value,High Value - Low/Medium Risk
2169-RRLFW,71,Two year,25.6,1888.25,0.57,Low,23.8632,610.9,Medium Value,Low/Medium Value - Low/Medium Risk
8338-QIUNR,72,Two year,66.5,4811.6,0.83,Low,23.800800000000002,1582.75,High Value,High Value - Low/Medium Risk
0463-TXOAK,52,Two year,25.6,1334.5,1.01,Low,23.7576,608.19,Medium Value,Low/Medium Value - Low/Medium Risk
4396-KLSEH,4,Month-to-month,19.85,63.0,29.78,Low,16.8528,334.53,Low Value,Low/Medium Value - Low/Medium Risk
5186-EJEGL,9,Month-to-month,69.5,653.25,26.46,Low,17.6496,1226.65,Medium Value,Low/Medium Value - Low/Medium Risk
9334-GWGOW,7,Month-to-month,74.85,485.25,78.34,High,5.1984,389.1,Low Value,Low/Medium Value - High Risk
5696-JVVQY,48,Two year,70.1,3238.4,1.31,Low,23.6856,1660.36,High Value,High Value - Low/Medium Risk
9633-DENPU,47,Month-to-month,58.6,2723.4,10.99,Low,21.3624,1251.84,Medium Value,Low/Medium Value - Low/Medium Risk
0581-BXBUB,4,Month-to-month,72.75,317.75,62.6,High,8.975999999999999,653.0,Medium Value,Low/Medium Value - High Risk
2750-BJLSB,47,One year,103.7,4730.6,15.99,Low,20.162399999999998,2090.84,High Value,High Value - Low/Medium Risk
2770-NSVDG,24,Month-to-month,29.1,688.0,24.45,Low,18.132,527.64,Low Value,Low/Medium Value - Low/Medium Risk
8280-MQRQN,1,Month-to-month,50.45,50.45,45.12,Medium,13.171199999999999,664.49,Medium Value,Low/Medium Value - Low/Medium Risk
7851-FLGGQ,1,Month-to-month,44.65,44.65,53.5,Medium,11.16,498.29,Low Value,Low/Medium Value - Low/Medium Risk
9374-YOLBJ,1,Month-to-month,19.25,19.25,21.76,Low,18.7776,361.47,Low Value,Low/Medium Value - Low/Medium Risk
6583-SZVGP,48,Two year,108.1,5067.45,12.58,Low,20.9808,2268.02,High Value,High Value - Low/Medium Risk
2150-OEGBV,27,One year,20.1,562.6,3.12,Low,23.2512,467.35,Low Value,Low/Medium Value - Low/Medium Risk
9372-TXXPS,60,Two year,59.85,3483.45,0.71,Low,23.8296,1426.2,High Value,High Value - Low/Medium Risk
6933-FHBZC,26,One year,56.05,1553.2,9.5,Low,21.72,1217.41,Medium Value,Low/Medium Value - Low/Medium Risk
4698-KVLLG,51,Two year,19.6,967.9,1.07,Low,23.743199999999998,465.37,Low Value,Low/Medium Value - Low/Medium Risk
8752-STIVR,4,Month-to-month,79.0,303.15,75.33,High,5.920800000000001,467.74,Low Value,Low/Medium Value - High Risk
8623-ULFNQ,26,Month-to-month,66.05,1652.4,34.4,Medium,15.744,1039.89,Medium Value,Low/Medium Value - Low/Medium Risk
9822-WMWVG,41,Month-to-month,106.5,4282.4,30.71,Medium,16.629600000000003,1771.05,High Value,High Value - Low/Medium Risk
4304-TSPVK,68,Two year,114.9,7843.55,4.06,Low,23.0256,2645.64,High Value,High Value - Low/Medium Risk
1716-LSAMB,45,Two year,54.65,2553.7,0.74,Low,23.822400000000002,1301.89,High Value,High Value - Low/Medium Risk
3523-QRQLL,22,One year,69.5,1498.2,11.53,Low,21.2328,1475.68,High Value,High Value - Low/Medium Risk
2187-PKZAY,12,Month-to-month,79.95,1043.4,60.82,High,9.403200000000002,751.79,Medium Value,Low/Medium Value - High Risk
1895-QTKDO,1,Month-to-month,43.95,43.95,35.71,Medium,15.4296,678.13,Medium Value,Low/Medium Value - Low/Medium Risk
8161-QYMTT,7,Month-to-month,94.1,701.3,82.85,High,4.116000000000002,387.32,Low Value,Low/Medium Value - High Risk
2955-PSXOE,1,Month-to-month,20.2,20.2,24.69,Low,18.0744,365.1,Low Value,Low/Medium Value - Low/Medium Risk
6834-NXDCA,13,Month-to-month,23.9,300.8,42.19,Medium,13.874400000000001,331.6,Low Value,Low/Medium Value - Low/Medium Risk
8701-DGLVH,51,Two year,20.45,1042.65,0.99,Low,23.7624,485.94,Low Value,Low/Medium Value - Low/Medium Risk
2480-SQIOB,4,Month-to-month,44.8,169.65,37.7,Medium,14.952,669.85,Medium Value,Low/Medium Value - Low/Medium Risk
4993-JCRGJ,26,Month-to-month,84.3,2281.6,39.32,Medium,14.5632,1227.68,Medium Value,Low/Medium Value - Low/Medium Risk
0581-MDMPW,24,Month-to-month,88.95,2072.75,47.58,Medium,12.5808,1119.06,Medium Value,Low/Medium Value - Low/Medium Risk
7789-CRUVC,61,Month-to-month,94.2,5895.45,15.45,Low,20.292,1911.51,High Value,High Value - Low/Medium Risk
0164-APGRB,72,Two year,114.9,8496.7,6.91,Low,22.3416,2567.05,High Value,High Value - Low/Medium Risk
8034-RYTVV,55,One year,84.25,4589.85,12.98,Low,20.8848,1759.54,High Value,High Value - Low/Medium Risk
3018-TFTSU,12,Month-to-month,81.7,858.6,34.47,Medium,15.7272,1284.91,High Value,High Value - Low/Medium Risk
9777-IQHWP,64,Two year,93.4,5822.3,3.78,Low,23.092799999999997,2156.87,High Value,High Value - Low/Medium Risk
6899-PPEEA,37,Month-to-month,96.55,3580.3,59.7,Medium,9.672,933.83,Medium Value,Low/Medium Value - Low/Medium Risk
6701-YVNQG,72,Two year,88.7,6301.7,1.48,Low,23.6448,2097.29,High Value,High Value - Low/Medium Risk
7649-PHJVR,11,One year,19.5,226.8,7.08,Low,22.300800000000002,434.87,Low Value,Low/Medium Value - Low/Medium Risk
9278-VZKCD,52,Month-to-month,109.1,5647.95,54.06,Medium,11.0256,1202.89,Medium Value,Low/Medium Value - Low/Medium Risk
7636-PEPNS,58,One year,44.1,2413.05,4.8,Low,22.848,1007.6,Medium Value,Low/Medium Value - Low/Medium Risk
1575-KRZZE,4,Month-to-month,55.2,220.65,28.02,Low,17.275199999999998,953.59,Medium Value,Low/Medium Value - Low/Medium Risk
8590-OHDIW,38,One year,20.3,749.35,1.71,Low,23.5896,478.87,Low Value,Low/Medium Value - Low/Medium Risk
7764-BDPEE,3,Month-to-month,20.85,60.65,15.09,Low,20.3784,424.89,Low Value,Low/Medium Value - Low/Medium Risk
9480-BQJEI,62,One year,92.3,5731.45,11.92,Low,21.139200000000002,1951.15,High Value,High Value - Low/Medium Risk
3354-OADJP,8,One year,54.25,447.75,8.55,Low,21.948,1190.68,Medium Value,Low/Medium Value - Low/Medium Risk
3181-MIZBN,16,Month-to-month,19.75,313.4,9.38,Low,21.7488,429.54,Low Value,Low/Medium Value - Low/Medium Risk
9327-QSDED,8,Month-to-month,43.55,335.4,31.35,Medium,16.476,717.53,Medium Value,Low/Medium Value - Low/Medium Risk
4892-VLANZ,1,Month-to-month,19.8,19.8,19.6,Low,19.296,382.06,Low Value,Low/Medium Value - Low/Medium Risk
0298-XACET,52,Two year,50.2,2554.0,2.72,Low,23.3472,1172.03,Medium Value,Low/Medium Value - Low/Medium Risk
6917-FIJHC,72,Two year,26.0,1776.0,0.83,Low,23.800800000000002,618.82,Medium Value,Low/Medium Value - Low/Medium Risk
6557-BZXLQ,16,Month-to-month,69.65,1043.3,46.91,Medium,12.741600000000002,887.45,Medium Value,Low/Medium Value - Low/Medium Risk
2432-TFSMK,18,One year,89.6,1633.0,35.63,Medium,15.448799999999999,1384.21,High Value,High Value - Low/Medium Risk
4211-MMAZN,1,Month-to-month,20.25,20.25,19.46,Low,19.3296,391.42,Low Value,Low/Medium Value - Low/Medium Risk
4751-ERMAN,72,Two year,75.4,5480.25,1.76,Low,23.5776,1777.75,High Value,High Value - Low/Medium Risk
8430-TWCBX,49,One year,20.7,1032.05,2.12,Low,23.4912,486.27,Low Value,Low/Medium Value - Low/Medium Risk
1942-OQFRW,1,Month-to-month,44.0,44.0,45.29,Medium,13.130400000000002,577.74,Low Value,Low/Medium Value - Low/Medium Risk
4075-JFPGR,51,One year,93.5,4619.55,17.23,Low,19.8648,1857.36,High Value,High Value - Low/Medium Risk
3339-EAQNV,72,One year,97.25,7133.1,17.49,Low,19.802400000000002,1925.78,High Value,High Value - Low/Medium Risk
5329-KRDTM,72,Two year,77.35,5396.25,1.27,Low,23.6952,1832.82,High Value,High Value - Low/Medium Risk
0307-BCOPK,16,One year,19.05,326.65,4.11,Low,23.0136,438.41,Low Value,Low/Medium Value - Low/Medium Risk
6473-ULUHT,16,Month-to-month,84.9,1398.25,17.89,Low,19.7064,1673.07,High Value,High Value - Low/Medium Risk
1194-SPVSP,1,Month-to-month,19.65,19.65,18.83,Low,19.4808,382.8,Low Value,Low/Medium Value - Low/Medium Risk
7249-WBIYX,10,Month-to-month,85.6,813.85,77.38,High,5.428800000000002,464.71,Low Value,Low/Medium Value - High Risk
2293-IJWPS,57,One year,100.75,5985.0,31.94,Medium,16.3344,1645.69,High Value,High Value - Low/Medium Risk
4377-VDHYI,32,One year,90.8,3023.85,16.86,Low,19.9536,1811.79,High Value,High Value - Low/Medium Risk
0019-EFAEP,72,Two year,101.3,7261.25,5.06,Low,22.785600000000002,2308.18,High Value,High Value - Low/Medium Risk
2480-EJWYP,58,One year,97.8,5458.8,26.18,Low,17.7168,1732.7,High Value,High Value - Low/Medium Risk
8970-ANWXO,23,One year,73.75,1756.6,15.19,Low,20.3544,1501.14,High Value,High Value - Low/Medium Risk
8739-WWKDU,25,Month-to-month,89.5,2196.15,62.16,High,9.081600000000002,812.8,Medium Value,Low/Medium Value - High Risk
2171-UDMFD,32,Month-to-month,19.45,674.55,6.2,Low,22.512,437.86,Low Value,Low/Medium Value - Low/Medium Risk
7036-TYDEC,69,Two year,104.0,7028.5,8.96,Low,21.8496,2272.36,High Value,High Value - Low/Medium Risk
3831-YCPUO,72,Two year,109.5,7854.9,2.9,Low,23.304,2551.79,High Value,High Value - Low/Medium Risk
0121-SNYRK,50,One year,35.4,1748.9,6.37,Low,22.4712,795.48,Medium Value,Low/Medium Value - Low/Medium Risk
3325-FUYCG,28,One year,106.1,2847.4,27.44,Low,17.4144,1847.67,High Value,High Value - Low/Medium Risk
1952-DVVSW,10,One year,20.1,184.4,7.41,Low,22.2216,446.65,Low Value,Low/Medium Value - Low/Medium Risk
3571-DPYUH,58,One year,94.7,5430.35,11.66,Low,21.2016,2007.79,High Value,High Value - Low/Medium Risk
2077-MPJQO,7,Month-to-month,75.4,533.05,78.2,High,5.231999999999999,394.49,Low Value,Low/Medium Value - High Risk
2391-SOORI,4,Month-to-month,49.35,219.65,28.1,Low,17.256,851.58,Medium Value,Low/Medium Value - Low/Medium Risk
4086-ATNFV,34,One year,60.8,2042.05,4.07,Low,23.023200000000003,1399.81,High Value,High Value - Low/Medium Risk
3396-DKDEL,70,Two year,115.15,8250.0,4.36,Low,22.9536,2643.11,High Value,High Value - Low/Medium Risk
7471-MQPOS,71,One year,72.9,5139.65,3.51,Low,23.1576,1688.19,High Value,High Value - Low/Medium Risk
7181-OQCUT,21,Month-to-month,103.85,2215.0,46.48,Medium,12.8448,1333.93,High Value,High Value - Low/Medium Risk
3489-VSFRD,56,One year,60.25,3282.75,2.75,Low,23.34,1406.24,High Value,High Value - Low/Medium Risk
6283-GITPX,71,Two year,76.9,5522.7,0.63,Low,23.8488,1833.97,High Value,High Value - Low/Medium Risk
2845-HSJCY,14,Month-to-month,87.25,1258.6,63.23,High,8.8248,769.96,Medium Value,Low/Medium Value - High Risk
7216-KAOID,41,One year,19.5,798.2,1.47,Low,23.647199999999998,461.12,Low Value,Low/Medium Value - Low/Medium Risk
6680-WKXRZ,3,Month-to-month,74.4,215.8,62.48,High,9.0048,669.96,Medium Value,Low/Medium Value - High Risk
2346-LOCWC,58,Two year,20.5,1191.4,0.57,Low,23.8632,489.2,Low Value,Low/Medium Value - Low/Medium Risk
0769-MURVM,72,Two year,65.7,4575.35,0.98,Low,23.7648,1561.35,High Value,High Value - Low/Medium Risk
3374-LXDEV,13,Month-to-month,89.4,1132.35,39.45,Medium,14.531999999999998,1299.16,High Value,High Value - Low/Medium Risk
5318-YKDPV,43,Two year,79.15,3566.6,1.8,Low,23.567999999999998,1865.41,High Value,High Value - Low/Medium Risk
8190-ZTQFB,41,One year,51.35,2075.1,20.68,Low,19.0368,977.54,Medium Value,Low/Medium Value - Low/Medium Risk
4512-ZUIYL,2,Month-to-month,70.0,153.05,56.28,Medium,10.4928,734.5,Medium Value,Low/Medium Value - Low/Medium Risk
3090-QFUVD,1,Month-to-month,20.3,20.3,18.08,Low,19.660800000000002,399.11,Low Value,Low/Medium Value - Low/Medium Risk
4806-KEXQR,4,Month-to-month,79.9,324.3,75.34,High,5.918399999999998,472.88,Low Value,Low/Medium Value - High Risk
2369-FEVNO,1,Month-to-month,19.9,19.9,26.13,Low,17.7288,352.8,Low Value,Low/Medium Value - Low/Medium Risk
9637-CDTKZ,72,Two year,114.1,8086.4,5.03,Low,22.7928,2600.66,High Value,High Value - Low/Medium Risk
2954-PIBKO,69,Two year,64.15,4254.1,0.95,Low,23.772000000000002,1524.97,High Value,High Value - Low/Medium Risk
2212-LYASK,27,One year,45.85,1246.4,15.14,Low,20.3664,933.8,Medium Value,Low/Medium Value - Low/Medium Risk
9481-SFCQY,14,Month-to-month,59.8,824.85,24.63,Low,18.0888,1081.71,Medium Value,Low/Medium Value - Low/Medium Risk
2828-SLQPF,19,Month-to-month,45.0,865.85,21.48,Low,18.8448,848.02,Medium Value,Low/Medium Value - Low/Medium Risk
4647-MUZON,18,Month-to-month,95.95,1745.5,51.17,Medium,11.719199999999999,1124.46,Medium Value,Low/Medium Value - Low/Medium Risk
8212-DJRCH,5,Month-to-month,90.35,434.5,53.74,Medium,11.1024,1003.1,Medium Value,Low/Medium Value - Low/Medium Risk
0516-OOHAR,28,One year,100.35,2799.0,22.03,Low,18.712799999999998,1877.83,High Value,High Value - Low/Medium Risk
4973-RLZVI,30,One year,74.65,2308.6,3.26,Low,23.2176,1733.19,High Value,High Value - Low/Medium Risk
8089-UZWLX,71,Two year,104.05,7413.55,8.82,Low,21.8832,2276.95,High Value,High Value - Low/Medium Risk
9732-KPKBW,1,Month-to-month,53.95,53.95,35.83,Medium,15.400799999999998,830.87,Medium Value,Low/Medium Value - Low/Medium Risk
9715-WZCLW,71,Two year,97.2,6910.3,7.79,Low,22.1304,2151.07,High Value,High Value - Low/Medium Risk
0257-KXZGU,32,Month-to-month,62.45,2045.55,11.38,Low,21.2688,1328.24,High Value,High Value - Low/Medium Risk
